,temperature,temp_feels_like,min_temperature,max_temperature,cloud_pct,humidity,wind_speed,wind_degrees,sunrise,sunset,city
0,51.8,50.0,48.2,53.6,40,65,2.57,260,2023-02-26 06:20:18,2023-02-26 17:43:08,San Diego
