,temperature,temp_feels_like,min_temperature,max_temperature,cloud_pct,humidity,wind_speed,wind_degrees,sunrise,sunset,city
0,53.6,51.8,50.0,55.4,75,83,3.6,210,2023-02-27 06:19:08,2023-02-27 17:43:57,San Diego
