,temperature,temp_feels_like,min_temperature,max_temperature,cloud_pct,humidity,wind_speed,wind_degrees,sunrise,sunset,city
0,53.6,51.8,51.8,55.400000000000006,86,78,1.34,180,2023-02-27 06:19:08,2023-02-27 17:43:57,San Diego
