,temperature,temp_feels_like,min_temperature,max_temperature,cloud_pct,humidity,wind_speed,wind_degrees,sunrise,sunset,city
0,59.0,57.2,55.400000000000006,62.6,20,60,4.63,240,2023-02-27 06:19:08,2023-02-27 17:43:57,San Diego
