,temperature,temp_feels_like,min_temperature,max_temperature,cloud_pct,humidity,wind_speed,wind_degrees,sunrise,sunset,city
0,44.6,41.0,41.0,48.2,0,80,3.09,90,2023-02-26 06:20:18,2023-02-26 17:43:08,San Diego
